scenario,signal_variant,method,mean_error_m,median_error_m,p90_error_m,zone_accuracy,failure_rate,trajectory_smoothness_m_per_step,wifi_event_recovery_steps,vlp_event_recovery_steps
s2_wifi_degraded,moving_average,wifi_only,1.0233375235125635,0.8855638469236811,2.033139020453001,0.61,0.11,0.7670318293189895,0.5,0.0
s2_wifi_degraded,moving_average,vlp_only,0.6179399348924007,0.5677416742611501,1.0165028589806573,0.87,0.0,0.3567041262523713,0.0,0.0
s2_wifi_degraded,moving_average,static_fusion,0.6179399348924007,0.5677416742611501,1.0165028589806573,0.87,0.0,0.3567041262523713,0.0,0.0
s2_wifi_degraded,median,wifi_only,1.021524602106968,0.8985766445934081,1.857898942528748,0.57,0.08,0.7141692820360352,0.0,0.0
s2_wifi_degraded,median,vlp_only,0.6341066650504138,0.5677416742611501,1.0425539796481118,0.85,0.0,0.34241914077385516,0.0,0.0
s2_wifi_degraded,median,static_fusion,0.6341066650504138,0.5677416742611501,1.0425539796481118,0.85,0.0,0.34241914077385516,0.0,0.0
s2_wifi_degraded,ema,wifi_only,1.1904413280116541,0.9349023239815426,2.41259105791646,0.56,0.13,1.1842242922963122,1.25,0.0
s2_wifi_degraded,ema,vlp_only,0.5613683665346653,0.5308611039214873,0.9761616640345638,0.91,0.0,0.3163000858483309,0.0,0.0
s2_wifi_degraded,ema,static_fusion,0.5613683665346653,0.5308611039214873,0.9761616640345638,0.91,0.0,0.3163000858483309,0.0,0.0
s3_vlp_blocked,raw,wifi_only,1.232109238548603,1.0094386764328607,2.2470011083321784,0.49,0.15,1.8262011715985478,0.0,0.6666666666666666
s3_vlp_blocked,raw,vlp_only,0.9060097777344166,0.4878810318173871,2.1411100459436856,0.78,0.13,1.1313308711911108,0.0,0.0
s3_vlp_blocked,raw,static_fusion,0.9060097777344166,0.4878810318173871,2.1411100459436856,0.78,0.13,1.1313308711911108,0.0,0.0
s3_vlp_blocked,moving_average,wifi_only,0.7203986887188458,0.6636087081281956,1.2389073048729196,0.75,0.0,0.41904324620442995,0.0,0.0
s3_vlp_blocked,moving_average,vlp_only,0.8869317441197768,0.7783689050125253,1.6698732462803851,0.69,0.06,0.4636312619859764,0.0,0.0
s3_vlp_blocked,moving_average,static_fusion,0.8869317441197768,0.7783689050125253,1.6698732462803851,0.69,0.06,0.4636312619859764,0.0,0.0
s3_vlp_blocked,median,wifi_only,0.7750566100243199,0.7738141276811852,1.29719229016281,0.72,0.02,0.4785677131437448,0.0,0.0
s3_vlp_blocked,median,vlp_only,0.8709085040535948,0.5833041098642064,1.701873413445993,0.72,0.09,0.5927217657749667,0.0,0.0
s3_vlp_blocked,median,static_fusion,0.8709085040535948,0.5833041098642064,1.701873413445993,0.72,0.09,0.5927217657749667,0.0,0.0
s3_vlp_blocked,ema,wifi_only,0.7162131498473677,0.6413818324654792,1.252017548752747,0.73,0.0,0.45764783625621486,0.0,0.0
s3_vlp_blocked,ema,vlp_only,0.8528407675942663,0.7109028164354481,1.7228838614836453,0.71,0.07,0.4896564258500318,0.0,0.0
s3_vlp_blocked,ema,static_fusion,0.8528407675942663,0.7109028164354481,1.7228838614836453,0.71,0.07,0.4896564258500318,0.0,0.0
s4_mixed_dynamic,raw,wifi_only,1.7441667478400993,1.2109163850402986,3.315037299527672,0.4,0.3,2.5147234967078242,0.3333333333333333,0.0
s4_mixed_dynamic,raw,vlp_only,0.8361576903281486,0.5026539894127589,2.3231459919231385,0.82,0.13,0.9809871749276251,0.0,1.0
s4_mixed_dynamic,raw,static_fusion,0.8361576903281486,0.5026539894127589,2.3231459919231385,0.82,0.13,0.9809871749276251,0.0,1.0
s4_mixed_dynamic,moving_average,wifi_only,1.0264174292041273,0.891874007581677,2.114622435548466,0.56,0.11,0.6804001330410089,0.0,0.5
s4_mixed_dynamic,moving_average,vlp_only,0.8014221053860929,0.6445824373005894,1.5424423825339515,0.76,0.07,0.38282318117789554,0.0,0.0
s4_mixed_dynamic,moving_average,static_fusion,0.8014221053860929,0.6445824373005894,1.5424423825339515,0.76,0.07,0.38282318117789554,0.0,0.0
s4_mixed_dynamic,median,wifi_only,0.9433297885726593,0.8447092005631673,1.6890250627242114,0.55,0.05,0.5717674380166172,0.0,0.0
s4_mixed_dynamic,median,vlp_only,0.831889884541257,0.5935943814354299,1.6909884650098799,0.76,0.08,0.4896855413386261,0.0,0.0
s4_mixed_dynamic,median,static_fusion,0.831889884541257,0.5935943814354299,1.6909884650098799,0.76,0.08,0.4896855413386261,0.0,0.0
s4_mixed_dynamic,ema,wifi_only,1.0281678464508541,0.8105893309899478,1.9815871264036715,0.57,0.1,0.948871704002293,0.3333333333333333,0.0
s4_mixed_dynamic,ema,vlp_only,0.7751271552759184,0.5828514971299743,1.6006116102417607,0.77,0.08,0.36853819569937946,0.0,0.0
s4_mixed_dynamic,ema,static_fusion,0.7751271552759184,0.5828514971299743,1.6006116102417607,0.77,0.08,0.36853819569937946,0.0,0.0
