scenario,method_family,method_label,n_seeds,mean_error_m_mean,mean_error_m_std,mean_error_m_ci95_low,mean_error_m_ci95_high,median_error_m_mean,median_error_m_std,p90_error_m_mean,p90_error_m_std,p90_error_m_ci95_low,p90_error_m_ci95_high,failure_rate_mean,failure_rate_std,trajectory_smoothness_m_per_step_mean,trajectory_smoothness_m_per_step_std,zone_accuracy_mean,zone_accuracy_std
s2_wifi_degraded,kalman_tracking,kalman_vlp_only,10,0.3681918647573978,0.03343864618141111,0.34427129828521574,0.39211243122957984,0.32910799661532975,0.028470380233780325,0.6594706642743772,0.09967590827743746,0.5881668149292137,0.7307745136195406,0.0,0.0,0.3545383136477297,0.03163262677904341,0.977,0.022135943621178645
s2_wifi_degraded,kalman_tracking,kalman_wifi_only,10,1.577876118045897,0.31508852134086357,1.352475368312625,1.8032768677791688,1.2763258292939865,0.2637251722700446,3.1850227275086698,0.6845233155581011,2.6953442464262456,3.674701208591094,0.26999999999999996,0.1050925518028963,1.175180328185597,0.19405575225320187,0.414,0.07791733511299723
s3_vlp_blocked,kalman_tracking,kalman_static_fusion,10,0.8137876736427812,0.07185449631673013,0.7623860634775645,0.8651892838079978,0.5377160768161804,0.09252382522938823,1.8494880422708277,0.1984870294094254,1.707498975037193,1.9914771095044626,0.089,0.024244128727957576,0.6526890743106067,0.06576618429578039,0.7240000000000001,0.057580861017837826
s3_vlp_blocked,kalman_tracking,kalman_static_fusion_median,10,0.9418393554810237,0.09967477109044288,0.8705363196304302,1.013142391331617,0.8062070976688289,0.06565171793270783,1.6219387979117816,0.290888081607224,1.4138499998694956,1.8300275959540677,0.06599999999999999,0.03169297153067924,0.45915942826392087,0.04177697913843774,0.667,0.08367264254887084
s3_vlp_blocked,kalman_tracking,kalman_vlp_only,10,0.8151979671610501,0.07212048390366611,0.7636060809386164,0.8667898533834838,0.5377160757319828,0.09252382442848361,1.863518637760841,0.19836042195255707,1.7216201400458244,2.0054171354758576,0.091,0.02601281735350223,0.6527998217238451,0.0658045764833703,0.7250000000000001,0.05816642788871716
s3_vlp_blocked,kalman_tracking,kalman_wifi_only,10,0.9608836838442405,0.13453886957581618,0.8646403743716938,1.057126993316787,0.8156040949286325,0.0969093177265483,1.7917730832814744,0.3527680881527656,1.5394179952153253,2.0441281713476234,0.074,0.045264653858047885,0.77043081860173,0.09999247764686467,0.641,0.07187179944564874
s4_mixed_dynamic,kalman_tracking,kalman_static_fusion,10,0.6512699156350564,0.08578790382615681,0.5899009461842679,0.7126388850858449,0.4227742973023224,0.03658901758741695,1.5280543600704295,0.292980094702653,1.3184690260129472,1.7376396941279117,0.05700000000000001,0.025841396591085742,0.5348007742486983,0.03946179897272184,0.817,0.04164666186436127
s4_mixed_dynamic,kalman_tracking,kalman_static_fusion_median,10,0.8422466600694272,0.06162526346687114,0.7981626022661392,0.8863307178727151,0.7557955156914681,0.058146795306588145,1.3685045686135584,0.1639248029843042,1.2512398287388558,1.485769308488261,0.039,0.01728840330651992,0.39330194876393054,0.0335524564006756,0.736,0.0651835016617617
s4_mixed_dynamic,kalman_tracking,kalman_vlp_only,10,0.6512699156350564,0.08578790382615681,0.5899009461842679,0.7126388850858449,0.4227742973023224,0.03658901758741695,1.5280543600704295,0.292980094702653,1.3184690260129472,1.7376396941279117,0.05700000000000001,0.025841396591085742,0.5348007742486983,0.03946179897272184,0.817,0.04164666186436127
s4_mixed_dynamic,kalman_tracking,kalman_wifi_only,10,1.428670583149437,0.20034809922519894,1.285350186770595,1.5719909795282792,1.1179197838257278,0.1840754936820966,2.9844118004966953,0.5814193182838698,2.568489475897573,3.4003341250958177,0.22399999999999998,0.061499774163993666,1.0987635945675909,0.1393926672885129,0.454,0.07662317607037122
